customer_id,first_name,last_name,email,age,gender,city,state,registration_date,customer_segment,first_purchase,last_purchase,total_transactions,total_spent,avg_order_value,days_since_last_purchase,is_churned
1532,Sabrina,Morris,gstone@example.net,18,M,Port Tara,WI,2022-11-21,Regular,2022-12-30,2024-08-10,6,197.6,32.93,373,0
1533,Travis,Steele,nbailey@example.net,38,M,West Jenniferhaven,ME,2022-10-25,Regular,2022-03-09,2024-05-27,12,754.86,62.9,448,1
1534,David,Mcdaniel,elizabeth52@example.org,33,M,Sandrastad,OR,2023-11-25,Regular,2022-06-15,2024-09-26,16,813.24,50.83,326,0
1535,Melissa,Reeves,zglass@example.org,29,F,Chavezfort,SC,2025-03-25,Regular,2022-06-22,2024-10-31,9,475.41,52.82,291,0
1536,Shannon,Erickson,andrespence@example.org,18,M,West Mariaview,NY,2024-06-19,Budget,2022-05-15,2024-12-25,11,655.38,59.58,236,0
1537,Rachel,Fitzgerald,kbrewer@example.net,41,F,Lake Stephaniefurt,WV,2023-08-10,Regular,2022-02-06,2024-10-05,8,229.35,28.67,317,1
1538,Sean,Scott,daniel15@example.org,28,F,Smithmouth,OK,2022-10-05,Premium,2022-03-19,2024-08-22,9,353.43,39.27,361,1
1539,Christopher,Davis,monicaduncan@example.org,20,F,Kelleybury,IA,2025-08-06,Budget,2022-05-17,2024-11-23,11,553.39,50.31,268,0
1540,Evelyn,Brown,maxwelldawn@example.org,18,F,North Richardport,PA,2025-02-01,Regular,2022-04-22,2024-09-08,17,1265.52,74.44,344,0
1541,Megan,Cook,elizabeth14@example.org,34,F,Scottfurt,NV,2024-04-09,Regular,2022-11-12,2024-07-20,6,234.45,39.07,394,0
1542,Luis,Young,vramirez@example.net,56,M,Knappmouth,MN,2024-05-27,Regular,2022-06-29,2024-10-17,9,216.22,24.02,305,1
1543,Michael,Odonnell,brianmorrow@example.org,54,F,Randolphfort,RI,2024-04-17,Regular,2022-04-15,2024-12-21,12,569.72,47.48,240,0
1544,Calvin,Barajas,fgay@example.org,29,M,Cruzview,MI,2024-07-15,Regular,2022-02-19,2024-05-24,10,569.37,56.94,451,0
1545,Amber,Crosby,hdavis@example.org,27,M,Kaufmanton,MA,2024-06-26,Budget,2022-01-05,2024-09-05,20,812.16,40.61,347,1
1546,Patricia,Coffey,jwilliams@example.net,40,M,Davidhaven,IA,2023-05-16,Budget,2022-05-15,2024-12-12,16,1012.32,63.27,249,0
1547,Melissa,George,darrellmoore@example.net,23,F,Melissaberg,MO,2025-01-15,Regular,2022-04-29,2024-12-07,10,465.74,46.57,254,0
1548,Jennifer,Goodman,wortiz@example.net,38,F,Collinsmouth,TN,2024-03-27,Regular,2022-03-05,2024-09-15,7,136.24,19.46,337,0
1549,Sara,Williams,brianobrien@example.net,44,M,North Travis,ME,2022-10-06,Premium,2022-03-19,2024-11-29,13,679.1,52.24,262,0
1550,Dana,King,wilsonpatrick@example.org,49,F,West Ashleyside,SC,2025-04-26,Premium,2022-06-15,2024-09-05,12,515.96,43.0,347,0
1551,Laura,Harvey,robinwilliams@example.net,33,M,Morenoshire,GA,2023-04-18,Regular,2022-08-09,2024-07-12,10,479.67,47.97,402,0
1552,William,Turner,griffinjennifer@example.net,32,M,Ferrellmouth,HI,2025-03-20,Regular,2022-02-09,2024-10-20,19,666.57,35.08,302,0
1553,David,Foster,mrandolph@example.net,24,M,Kerryview,TX,2024-06-22,Budget,2022-03-17,2023-09-21,5,594.28,118.86,697,0
1554,James,Wood,benjaminarmstrong@example.com,25,M,East Adam,AR,2025-05-24,Budget,2022-02-07,2024-12-05,10,556.27,55.63,256,0
1555,Dominic,Donaldson,irogers@example.org,32,M,Lake Hollystad,PR,2023-12-15,Regular,2022-02-15,2024-12-30,8,591.61,73.95,231,1
1556,Kristy,Hansen,stanleymcdowell@example.com,39,F,South Pamelaburgh,OR,2025-03-22,Regular,2022-01-21,2024-10-18,16,681.44,42.59,304,1
1557,Anthony,Carpenter,hernandezkristen@example.org,45,F,Bowersbury,KS,2025-03-04,Regular,2022-07-13,2024-12-22,19,586.85,30.89,239,0
1558,Angela,Green,davisandrew@example.net,25,M,Gloverview,NV,2022-12-04,Budget,2022-01-11,2024-09-09,4,443.12,110.78,343,0
1559,Miguel,Gordon,igarrett@example.com,52,F,North Noahfort,AZ,2025-05-04,Regular,2022-03-05,2024-12-17,12,540.81,45.07,244,1
1560,Linda,Conrad,raymark@example.org,31,F,West Robert,MA,2022-10-21,Premium,2022-03-06,2024-03-07,11,388.8,35.35,529,1
1561,Andrea,Humphrey,caitlynbennett@example.org,34,F,Harriston,KS,2023-09-21,Regular,2022-04-27,2024-09-23,9,445.84,49.54,329,1
1562,Cheryl,Anderson,jackierichardson@example.com,26,F,East Lauren,FM,2024-09-21,Budget,2022-01-23,2024-07-24,10,475.21,47.52,390,0
1563,Christopher,Stewart,efranco@example.net,18,M,West Johnborough,KS,2023-02-25,Budget,2022-01-26,2024-11-07,17,593.04,34.88,284,0
1564,Kyle,Moreno,trujillojason@example.net,45,F,New Heathershire,NM,2024-05-23,Premium,2022-08-15,2024-06-27,7,307.46,43.92,417,0
1565,Yvonne,Thomas,david97@example.org,43,F,East Lori,VI,2023-11-23,Budget,2022-02-15,2024-08-16,13,531.96,40.92,367,0
1566,Jennifer,Wilson,perezshawn@example.org,31,M,North Sandrahaven,MO,2025-02-27,Regular,2022-02-01,2024-12-15,7,221.67,31.67,246,0
1567,Alicia,Williams,james58@example.com,35,M,Elizabethfurt,MI,2024-01-08,Premium,2022-02-22,2024-09-22,5,404.62,80.92,330,0
1568,Kayla,Anderson,paul23@example.org,41,F,Johnside,NY,2023-09-21,Budget,2022-01-11,2024-11-16,7,636.86,90.98,275,1
1569,Madeline,Savage,shelly20@example.org,18,M,Matthewfort,FM,2023-12-29,Budget,2023-04-02,2024-04-10,6,393.78,65.63,495,1
1570,Charles,Davenport,bconrad@example.org,28,F,Nathanport,VT,2025-05-05,Regular,2022-05-30,2024-12-21,10,978.17,97.82,240,0
1571,Teresa,Adkins,christina73@example.net,44,M,Ericfurt,UT,2024-10-06,Regular,2022-01-25,2024-07-11,9,387.26,43.03,403,0
1572,Dawn,Howe,kramirez@example.net,19,F,West Charlesborough,ID,2023-10-03,Budget,2022-04-22,2024-12-02,8,151.07,18.88,259,0
1573,Shannon,Campbell,ramosjennifer@example.org,38,M,Franklinview,RI,2023-12-04,Budget,2022-01-04,2024-10-08,16,786.39,49.15,314,0
1574,Erin,Mcdowell,lsimmons@example.org,18,F,Shawnhaven,TN,2024-05-11,Budget,2022-03-02,2024-08-06,8,338.31,42.29,377,1
1575,Melvin,Austin,iperez@example.com,40,F,West Charles,WI,2024-02-03,Regular,2022-02-07,2024-12-30,15,1166.0,77.73,231,1
1576,Natalie,Juarez,petersonjose@example.org,34,M,Rosarioside,VT,2024-08-13,Budget,2022-05-04,2024-09-12,7,137.74,19.68,340,0
1577,Kimberly,Baker,walkerjennifer@example.com,18,F,Lake Walter,PR,2024-08-04,Budget,2022-01-02,2024-12-23,12,587.8,48.98,238,0
1578,Danielle,Edwards,wrightdavid@example.net,48,M,Lake Johnstad,AL,2023-02-17,Premium,2022-07-23,2023-09-16,5,454.45,90.89,702,0
1579,Hunter,Stafford,rebecca67@example.net,26,M,Moseschester,CA,2023-09-02,Budget,2022-07-16,2024-08-05,7,221.53,31.65,378,1
1580,Tammy,Stewart,yrichardson@example.com,25,M,Lake Valerie,OH,2025-07-21,Regular,2022-03-24,2024-12-16,10,495.56,49.56,245,1
1581,Ryan,Vang,woodbrittany@example.com,37,F,Jenniferside,VA,2025-04-27,Regular,2022-07-07,2022-12-08,3,129.32,43.11,984,0
1582,Renee,Gallagher,justin23@example.com,48,M,Beckland,SD,2024-07-17,Regular,2022-01-13,2024-12-18,14,439.92,31.42,243,0
1583,Brian,Hernandez,iskinner@example.com,22,M,Valdezberg,NH,2023-02-06,Premium,2022-11-06,2024-08-08,8,328.44,41.06,375,0
1584,David,Farrell,hhamilton@example.org,35,M,Shirleyfurt,MS,2024-02-04,Regular,2022-03-28,2024-07-30,8,348.15,43.52,384,0
1585,Eric,Sandoval,hammondlaura@example.net,40,F,Lake Davidshire,WI,2023-06-20,Budget,2022-02-23,2024-12-08,17,563.83,33.17,253,0
1586,Fred,Yates,williamsanthony@example.net,43,F,Port Lynnchester,UT,2023-09-17,Regular,2023-02-23,2024-07-20,5,341.02,68.2,394,0
1587,Marcus,Brown,gspencer@example.com,37,M,West Michelle,VI,2023-05-04,Regular,2022-03-25,2024-08-20,9,769.19,85.47,363,0
1588,Jenna,Hernandez,fhill@example.com,30,M,Cynthiachester,PA,2024-08-10,Budget,2022-07-13,2024-11-22,10,352.63,35.26,269,0
1589,Michael,Hall,rodneywilliams@example.org,25,F,New James,GA,2024-10-05,Regular,2022-02-02,2024-04-17,12,400.29,33.36,488,1
1590,Shelley,Johnson,burnettelizabeth@example.com,36,M,Derrickhaven,MP,2025-02-07,Regular,2022-07-16,2024-09-30,13,485.73,37.36,322,0
1591,Patty,Green,hernandezanthony@example.net,22,F,Maryfort,NV,2023-07-13,Regular,2022-02-19,2024-10-12,8,273.75,34.22,310,0
1592,Meghan,Mccarthy,mccannjanet@example.com,18,F,Leefort,AR,2025-05-01,Regular,2022-04-10,2024-11-12,12,975.63,81.3,279,0
1593,John,Graham,gonzalezbrad@example.com,40,F,North Lisatown,KY,2023-05-16,Regular,2022-02-09,2024-10-06,12,288.52,24.04,316,0
1594,Cynthia,Carney,wrightsteven@example.org,45,M,Lake Vanessa,PR,2024-11-04,Budget,2022-03-11,2024-11-28,12,535.44,44.62,263,1
1595,Andrea,Ho,christopher04@example.com,18,F,Liton,IA,2024-08-08,Regular,2022-04-15,2024-10-21,9,309.39,34.38,301,1
1596,David,Williams,travis36@example.org,22,F,Melissaberg,NY,2023-07-17,Budget,2022-01-01,2024-09-15,14,791.31,56.52,337,0
1597,Kevin,Kelly,padillaangel@example.net,42,F,East Ambermouth,ND,2023-04-01,Regular,2022-01-07,2024-12-12,13,560.74,43.13,249,0
1598,Amanda,Fletcher,iwhite@example.net,59,M,North Robyn,MA,2023-05-14,Regular,2022-05-26,2024-12-14,11,491.93,44.72,247,0
1599,Wayne,Washington,sean69@example.com,35,M,Port Michellestad,MH,2024-08-14,Regular,2022-01-01,2024-12-17,11,336.71,30.61,244,0
1600,Gary,Vasquez,hjohnson@example.net,26,M,New Blakeview,VA,2024-03-26,Regular,2022-04-20,2024-12-01,8,517.9,64.74,260,0
1601,Shelly,Singleton,cookyvonne@example.org,32,F,Jessicafurt,FL,2024-06-10,Regular,2022-01-16,2024-10-30,7,327.72,46.82,292,0
1602,Eric,Camacho,zmoore@example.com,51,F,Port Kevin,VI,2023-12-28,Premium,2022-04-17,2024-10-26,8,260.66,32.58,296,0
1603,Donna,Martinez,mary66@example.org,27,M,Robertburgh,VI,2023-09-21,Regular,2022-06-19,2024-12-26,12,544.0,45.33,235,0
1604,Jennifer,Davis,gomezcaleb@example.org,25,M,North Clifford,NC,2024-11-24,Regular,2022-01-11,2024-12-23,12,320.93,26.74,238,0
1605,Cassie,Oneill,hollyalvarez@example.org,29,M,Ronaldborough,NV,2025-04-25,Regular,2022-02-19,2024-11-06,7,711.63,101.66,285,0
1606,Megan,White,whitneyrichard@example.com,23,F,New Jason,CA,2023-11-10,Regular,2022-03-07,2024-12-21,14,609.46,43.53,240,0
1607,Anne,Jackson,collinsmark@example.net,36,F,Benjaminberg,PR,2023-03-04,Premium,2022-03-29,2024-12-09,9,324.64,36.07,252,0
1608,Marcia,Hicks,fischerlaura@example.org,54,M,Jacobberg,FM,2024-10-02,Budget,2024-04-08,2024-11-08,2,153.59,76.8,283,0
1609,Anthony,Nelson,qchapman@example.com,38,M,Andersonbury,MI,2023-12-04,Regular,2022-12-10,2024-12-23,9,397.92,44.21,238,1
1610,Brandon,Macdonald,sloanbenjamin@example.net,31,M,West Alexiston,WI,2025-02-25,Regular,2022-03-07,2024-11-07,9,372.66,41.41,284,0
1611,Darlene,Willis,brenda88@example.org,31,F,Edwardshaven,UT,2023-11-10,Regular,2022-01-15,2024-11-16,5,320.82,64.16,275,1
1612,Barbara,Silva,audrey53@example.net,18,F,Cameronview,NC,2024-06-13,Regular,2022-02-17,2024-11-18,9,445.81,49.53,273,1
1613,Debra,Bonilla,stewartgeorge@example.com,45,F,North Donald,IN,2025-07-22,Budget,2022-04-19,2024-12-19,7,194.23,27.75,242,0
1614,Katie,Fox,mortonkenneth@example.net,34,M,Allisonborough,KY,2023-12-05,Premium,2022-02-10,2024-07-09,12,412.55,34.38,405,0
1615,Robert,Duncan,znoble@example.net,32,F,Brandonview,SD,2024-02-01,Regular,2023-01-08,2024-12-20,9,268.29,29.81,241,0
1616,Danielle,Butler,pfowler@example.org,73,M,Alexisborough,SD,2025-04-19,Budget,2022-08-18,2024-10-01,8,232.35,29.04,321,0
1617,Tyler,Jones,stevengonzales@example.org,38,F,East Zachary,WI,2023-10-19,Regular,2022-04-12,2024-12-16,16,645.63,40.35,245,0
1618,Courtney,Tate,jreyes@example.net,25,M,Johnsonview,KY,2025-05-20,Regular,2022-01-15,2024-12-24,9,282.96,31.44,237,0
1619,Keith,Rhodes,curtis61@example.org,29,F,Adamborough,IN,2022-11-17,Regular,2022-02-15,2024-06-09,11,306.68,27.88,435,0
1620,Sue,Clay,toddcisneros@example.com,48,F,North Rebeccatown,AK,2023-06-07,Regular,2022-09-02,2024-09-08,3,231.8,77.27,344,0
1621,Timothy,Johnson,pduncan@example.org,36,F,Washingtonside,DC,2022-10-03,Budget,2022-02-15,2024-10-31,9,470.72,52.3,291,0
1622,Linda,Maldonado,kathleenkim@example.org,18,F,East Erica,GU,2022-09-30,Budget,2022-01-06,2024-08-17,5,270.7,54.14,366,1
1623,Gail,Becker,brandi19@example.com,46,M,East Katherine,OR,2023-04-16,Regular,2022-08-11,2024-09-15,9,534.82,59.42,337,0
1624,Kenneth,Long,joneslynn@example.com,26,M,Wellsbury,RI,2025-05-13,Budget,2022-01-26,2024-11-23,12,386.35,32.2,268,0
1625,Charles,Garza,nicolecharles@example.net,57,F,Grahammouth,UT,2023-01-20,Premium,2022-01-31,2024-10-20,10,538.88,53.89,302,0
1626,Brian,Bean,anthonymcdonald@example.net,47,M,Scottland,TN,2023-11-27,Premium,2022-03-28,2024-12-05,14,859.28,61.38,256,0
1627,Scott,Hood,iweiss@example.org,29,M,Martinezstad,NH,2023-08-16,Budget,2022-02-24,2024-09-22,9,222.12,24.68,330,1
1628,Todd,Hernandez,davisbrian@example.org,50,M,Arroyomouth,MH,2024-04-06,Regular,2023-05-11,2024-11-29,8,288.49,36.06,262,0
1629,James,Miller,mccoydonna@example.com,35,F,Kyleville,VT,2024-05-24,Premium,2022-08-26,2024-07-14,9,517.98,57.55,400,0
1630,Catherine,Rivas,atkinsonrachel@example.net,45,M,Taylorville,IA,2024-01-06,Regular,2022-02-02,2024-08-27,11,341.96,31.09,356,0
1631,Larry,Keller,younggabrielle@example.net,40,M,South Richard,OH,2025-01-09,Regular,2022-04-05,2024-12-08,8,471.81,58.98,253,0
1632,Jennifer,Gibson,hlester@example.org,24,M,West Patriciabury,MD,2023-11-17,Regular,2022-01-16,2024-12-20,11,680.33,61.85,241,0
1633,Jessica,Moses,uestes@example.net,27,M,Port Kelsey,ME,2024-02-26,Regular,2022-01-02,2024-11-15,11,387.98,35.27,276,1
1634,Michelle,Wheeler,sarah80@example.org,47,F,New Joseph,KY,2023-06-26,Regular,2022-04-27,2024-07-17,11,598.04,54.37,397,0
1635,Theresa,Smith,tshannon@example.net,30,F,Zimmermanberg,VI,2024-12-25,Regular,2022-01-24,2024-06-29,8,386.29,48.29,415,0
1636,David,Booker,eugenemartinez@example.com,30,F,West Brianville,PR,2024-12-24,Budget,2022-09-17,2024-12-11,12,536.0,44.67,250,0
1637,Mitchell,Douglas,ashleyalexander@example.net,23,M,West Maria,HI,2023-05-12,Budget,2022-02-03,2024-05-18,10,537.11,53.71,457,0
1638,Anna,Tapia,samuel08@example.org,40,F,Lake John,AS,2023-07-18,Regular,2022-02-11,2024-10-21,13,971.08,74.7,301,1
1639,Luis,Nguyen,cainjordan@example.org,59,F,South Ericside,KY,2023-03-17,Budget,2022-06-07,2024-04-23,6,475.44,79.24,482,0
1640,Steven,Dennis,ewells@example.net,22,M,Williamport,AR,2023-09-08,Regular,2022-02-20,2024-03-21,11,496.74,45.16,515,0
1641,Joseph,Navarro,poolehector@example.org,35,F,Kennedyborough,FL,2023-12-05,Premium,2022-03-02,2024-08-08,8,312.33,39.04,375,0
1642,John,Bernard,telliott@example.net,51,F,Port Davidton,RI,2024-01-17,Premium,2022-10-11,2024-12-15,14,652.17,46.58,246,0
1643,Colin,Carroll,pdavis@example.net,34,F,South Samantha,MH,2023-09-02,Regular,2022-12-27,2024-08-23,8,370.2,46.28,360,1
1644,Kelly,Lewis,villawilliam@example.com,40,F,East Valeriestad,WI,2023-07-23,Regular,2022-08-26,2024-11-08,11,624.93,56.81,283,0
1645,Patrick,Williams,lacey96@example.net,22,M,New Heather,KS,2024-02-11,Regular,2022-09-12,2024-12-23,6,141.34,23.56,238,0
1646,Christina,Schneider,stevengoodwin@example.net,40,M,Leslieland,GU,2024-04-11,Regular,2022-02-03,2024-10-26,11,573.22,52.11,296,0
1647,John,Morris,dbeck@example.com,32,F,Laurieland,FM,2024-05-27,Premium,2022-01-03,2024-10-25,9,456.37,50.71,297,0
1648,Michelle,Brown,chapmanjerome@example.org,46,M,South Shelbyburgh,ND,2024-10-25,Budget,2022-04-30,2024-12-12,13,249.35,19.18,249,0
1649,Erik,Jones,rebecca19@example.com,49,M,North Martha,WV,2023-04-26,Regular,2022-04-26,2024-12-11,10,343.52,34.35,250,0
1650,Mark,Crane,gomezbradley@example.net,66,F,Gatesmouth,AL,2023-03-11,Budget,2022-02-25,2024-11-12,7,430.93,61.56,279,0
1651,Becky,James,gregorymitchell@example.net,41,F,North Adamview,ME,2024-11-08,Budget,2022-01-07,2024-09-21,14,445.01,31.79,331,1
1652,Larry,Ross,mathewbennett@example.org,38,M,Jakeview,UT,2025-03-05,Premium,2022-02-02,2024-09-12,10,335.48,33.55,340,1
1653,Kathryn,Thompson,zcarpenter@example.net,37,F,South Joseph,NE,2024-05-24,Regular,2022-06-07,2024-03-25,11,414.87,37.72,511,1
1654,Tyrone,Hanna,owhite@example.org,30,F,Jasonburgh,NY,2024-03-06,Premium,2022-06-22,2023-11-21,4,305.23,76.31,636,1
1655,Xavier,Glenn,smiles@example.net,39,F,Chapmanview,NC,2024-09-08,Budget,2022-09-20,2024-06-28,11,512.21,46.56,416,1
1656,Victor,Davis,preyes@example.net,31,M,East Hannah,MS,2025-06-25,Regular,2022-02-06,2024-09-15,14,552.16,39.44,337,0
1657,Kyle,Phelps,selena60@example.com,37,M,Lake Brianberg,UT,2024-03-12,Premium,2022-09-08,2024-09-16,8,641.61,80.2,336,0
1658,Andrew,Martin,jhunt@example.org,50,M,South Raymond,VA,2023-12-02,Premium,2022-06-29,2024-12-12,6,250.43,41.74,249,1
1659,Sierra,Chan,jsmith@example.com,22,M,West Eric,FM,2025-03-14,Regular,2022-04-12,2024-12-15,7,202.98,29.0,246,1
1660,William,Mitchell,cruzernest@example.com,48,M,Port Courtneymouth,SC,2025-04-29,Budget,2022-05-12,2024-08-13,12,485.08,40.42,370,1
1661,Tammy,Goodwin,margaretrussell@example.net,50,M,Elizabethville,RI,2023-04-06,Regular,2022-04-28,2024-12-27,13,705.51,54.27,234,1
1662,Jason,Valdez,aaronponce@example.org,33,M,New Sabrinaborough,VT,2025-06-15,Budget,2022-03-02,2024-09-21,7,262.79,37.54,331,1
1663,Michael,Martinez,amanda88@example.org,18,F,Jefferytown,OH,2022-08-26,Regular,2022-02-02,2024-10-01,12,273.01,22.75,321,1
1664,Brent,Henry,beardderrick@example.com,27,M,New Bradleyton,SC,2023-07-27,Premium,2022-08-02,2024-12-11,9,259.59,28.84,250,0
1665,Troy,Reynolds,wmendoza@example.net,50,F,Lewisberg,RI,2025-08-09,Budget,2022-01-31,2024-05-20,6,71.67,11.94,455,0
1666,Nicole,Drake,eguzman@example.com,34,F,Wyattchester,AZ,2025-03-29,Premium,2022-10-11,2024-09-28,9,520.38,57.82,324,0
1667,Destiny,Collins,hansonbryan@example.com,23,M,Frederickmouth,ND,2024-12-15,Budget,2022-01-05,2024-12-11,14,481.82,34.42,250,0
1668,Thomas,Cohen,lewismaria@example.net,28,F,Richardside,VT,2022-08-19,Regular,2022-08-12,2024-12-09,6,94.95,15.82,252,0
1669,Amanda,Anderson,michaelcampos@example.net,45,F,Martinezburgh,NV,2023-02-09,Premium,2022-05-16,2024-12-29,7,301.44,43.06,232,0
1670,Melanie,Wade,yolandamarks@example.net,41,M,Tamaratown,MO,2023-06-27,Regular,2022-09-07,2024-10-25,10,275.16,27.52,297,0
1671,Ryan,Collier,nrodriguez@example.com,32,F,West Joshua,ID,2023-08-14,Budget,2022-09-27,2024-08-18,7,223.63,31.95,365,0
1672,Nicole,Hunt,vkline@example.org,30,M,Littlebury,FM,2025-05-01,Budget,2023-03-15,2024-04-13,6,232.59,38.76,492,1
1673,Jessica,Burns,bradleyscott@example.net,30,F,Lake Justin,MH,2024-08-12,Regular,2022-05-21,2024-11-27,16,780.98,48.81,264,0
1674,Kathryn,Mcclure,moraleskimberly@example.net,23,M,Gomezchester,MP,2025-05-06,Regular,2022-04-29,2024-12-10,15,384.91,25.66,251,0
1675,Michael,Alvarez,kentmichael@example.com,54,F,Shawnaland,KS,2024-04-25,Regular,2022-03-09,2024-07-03,10,388.12,38.81,411,0
1676,Richard,Hart,tyler41@example.net,31,M,Kennethchester,TN,2022-12-09,Regular,2022-01-31,2024-12-21,12,745.33,62.11,240,1
1677,Ashley,Henderson,pattersondebra@example.org,49,F,West David,HI,2025-03-24,Regular,2022-02-18,2024-03-07,7,446.14,63.73,529,0
1678,James,Avila,joshua96@example.com,53,M,Troymouth,NM,2022-12-17,Regular,2022-03-01,2024-12-20,14,661.98,47.28,241,0
1679,Angela,Shepherd,harrisonjoy@example.net,46,F,Port Veronicastad,GA,2024-03-07,Budget,2022-12-10,2024-05-11,8,510.97,63.87,464,0
1680,Charles,Austin,bartondavid@example.com,29,F,Port Jessicafort,ME,2025-06-26,Regular,2022-01-25,2024-10-26,8,619.78,77.47,296,1
1681,William,Hamilton,paynestephanie@example.net,39,M,Carrollfurt,NV,2024-07-27,Budget,2022-05-16,2024-10-27,6,254.21,42.37,295,0
1682,Kathy,Simmons,clinesteven@example.net,34,F,Janeshire,AS,2024-09-04,Regular,2022-01-02,2024-12-13,9,671.66,74.63,248,0
1683,Joshua,Williams,collinmiller@example.com,24,M,Robinchester,NH,2022-08-30,Regular,2022-05-19,2024-10-09,11,330.92,30.08,313,0
1684,Veronica,Peterson,gblack@example.org,38,F,Kristinatown,CT,2023-01-19,Budget,2022-05-20,2024-12-02,9,635.73,70.64,259,0
1685,Erin,Ford,cindy66@example.com,20,F,Port Sarahbury,DE,2023-12-13,Regular,2023-09-03,2024-09-15,6,545.21,90.87,337,0
1686,David,Walker,ijensen@example.net,49,F,South Julie,MI,2023-01-03,Budget,2022-02-27,2024-11-06,15,813.84,54.26,285,1
1687,Theresa,Parks,hollyperkins@example.net,29,F,East Ashley,NV,2023-02-12,Budget,2022-05-06,2024-12-19,9,227.75,25.31,242,0
1688,Phillip,Moore,gcollins@example.com,37,M,Doylehaven,OH,2022-12-18,Regular,2022-01-15,2023-05-04,5,100.4,20.08,837,0
1689,Laura,Simpson,haley15@example.com,38,M,Danaland,NH,2024-02-22,Regular,2022-02-24,2024-09-22,8,261.37,32.67,330,0
1690,Matthew,Soto,tiffany01@example.org,31,M,New Ernestberg,ID,2024-11-15,Premium,2022-07-17,2024-11-18,8,367.41,45.93,273,1
1691,Sheila,Warren,jenniferfrazier@example.org,42,F,Christopherview,NJ,2023-02-01,Premium,2022-01-08,2024-06-30,17,722.6,42.51,414,0
1692,Kari,Roberts,pvang@example.net,29,M,Michaelshire,WY,2025-05-03,Regular,2022-10-29,2024-11-26,10,552.07,55.21,265,0
1693,James,Kim,csmall@example.com,45,F,Maryborough,ND,2024-03-31,Regular,2022-03-08,2024-11-23,15,474.51,31.63,268,0
1694,William,Solomon,joneschristian@example.net,18,F,Davidsonbury,CO,2023-04-13,Regular,2022-11-01,2024-09-18,12,538.39,44.87,334,0
1695,Vincent,Woods,perezcaitlin@example.net,36,M,Sanderston,MA,2023-07-13,Regular,2023-07-14,2024-11-22,5,320.98,64.2,269,0
1696,Brandon,Hernandez,uclark@example.org,58,F,Chadberg,FM,2022-12-03,Regular,2022-01-17,2024-10-29,11,312.44,28.4,293,1
1697,Derrick,Anderson,pdaugherty@example.org,22,M,Parkerton,MT,2024-02-18,Regular,2022-03-02,2024-09-16,13,474.08,36.47,336,0
1698,Mason,Leach,robertsonjordan@example.com,26,M,New Meghan,DE,2023-08-31,Premium,2022-05-06,2024-09-18,10,483.58,48.36,334,0
1699,Thomas,Skinner,grayadrian@example.org,41,F,New Chrisfort,MP,2025-03-21,Premium,2022-11-27,2024-12-10,12,478.23,39.85,251,0
1700,Stephen,Mills,lindsay48@example.net,37,M,East Brittany,FM,2023-10-16,Regular,2022-04-07,2024-12-14,14,452.54,32.32,247,1
1701,Catherine,Phillips,harold46@example.com,39,M,North Allen,MO,2023-04-24,Regular,2022-06-01,2024-12-12,12,980.4,81.7,249,0
1702,Zachary,Williams,kristen89@example.com,40,F,West Danielle,GA,2024-12-17,Regular,2022-06-05,2024-11-28,9,326.32,36.26,263,0
1703,Mark,Jones,djimenez@example.com,42,M,West Patricia,CA,2022-12-09,Regular,2022-02-06,2024-11-18,9,660.63,73.4,273,1
1704,Christie,Williams,abaker@example.com,48,F,New Eric,WA,2023-02-09,Budget,2023-02-02,2024-12-15,4,288.19,72.05,246,0
1705,Francisco,Rodriguez,rodney57@example.com,39,F,Antonioport,NM,2024-02-25,Regular,2022-04-03,2024-10-08,11,489.58,44.51,314,1
1706,Vicki,Coleman,amanda09@example.com,32,M,Hurstside,IL,2024-12-12,Regular,2022-01-23,2024-01-03,13,388.41,29.88,593,1
1707,Jodi,Davis,kayla33@example.net,43,M,Anthonychester,MS,2024-08-05,Budget,2022-01-23,2024-09-29,15,599.6,39.97,323,0
1708,Kevin,Guerrero,colemanjohn@example.com,57,F,Jameston,NJ,2024-05-08,Budget,2022-01-12,2024-04-13,9,666.46,74.05,492,1
1709,Matthew,Carroll,lauren62@example.net,33,M,Ryanborough,PR,2024-01-24,Regular,2023-03-09,2024-09-16,4,157.34,39.34,336,0
1710,Maria,King,kayleerogers@example.com,23,M,Karenfurt,CO,2022-10-17,Regular,2022-01-01,2024-08-04,13,1295.3,99.64,379,1
1711,Amanda,Scott,rodriguezcynthia@example.net,48,F,Mcdanieltown,IA,2025-01-30,Regular,2023-02-28,2024-11-28,8,179.18,22.4,263,0
1712,Jeanne,Miller,jeremy00@example.net,33,M,South Williamport,WA,2022-11-25,Regular,2022-09-29,2024-12-29,8,338.93,42.37,232,1
1713,Kevin,Gordon,lmartin@example.org,18,F,Reginaldfurt,NC,2024-03-24,Budget,2022-07-06,2024-08-28,9,482.43,53.6,355,0
1714,Lisa,Wilson,edwinwhite@example.com,45,M,Lawsonside,VA,2023-06-27,Regular,2022-05-22,2024-11-30,15,627.96,41.86,261,0
1715,Micheal,Stanley,ebrandt@example.net,28,M,South Sarah,NM,2025-03-07,Budget,2022-02-27,2024-11-07,13,625.71,48.13,284,1
1716,Emily,White,icollins@example.com,33,M,Lake Tammyport,ID,2024-07-14,Regular,2022-02-17,2024-07-18,7,155.67,22.24,396,0
